comment,inherent_polarization
"jeah, the streaming quality was incredible bad. the shadows totaly clipped and made many scenes unwatchable. sky made an incredible bad Job with the streaming in germany.",0.0
just took 200 threes and only made 70 smh washed af,0.0
"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",0.49999999999999944
"like, at least the OP shithead MC is weak by the show's own metrics whereas Naruto is just like ""yeah I'm the son of the first Ninja President and god""",0.0
listen to atomizer by big black,0.0
literally disgusting wastes of space is what those anons are,0.0
"lmao. yeah, right kid. respawn is too lazy and incompetent to fix anything. the only way you can motivate them is if you buy some of their $18 p2020 skins.",0.0
local gay drama omg this is so MESSYYYYY,0.0
"love it, god damn right give me official lore content for those two!",0.0
me &amp; my friend went to burger king today and there was my ex best friend w her best friend who apparently had a crush on me and he saw me the first time irl and said „ew is that krystal“ LIKE? AM I UGLY TO U FAT BOTCH? ok anyways..,0.0
me realizing i am indeed human and have well....sexual needs when it rly disgusts me and tears me apart,0.0
muh magic man in the sky strawman,0.0
murderer of kid who isn't capitalist,0.0
my bosses are lw racist and it makes me uncomfortable,0.5
"my boy isn't kinky at all. but I'm sending him videos of my puppy and he's saying shit like ""wow what a good pup!!!"" n like,,,, its low key sending me STRAIGHT into pupspace",0.0
my cousin be telling me a sticky situation she got herself into 😂😂😂 she actually wants to kill me tonight skdjdsjd,0.0
my friends fell asleep on me 😡,0.0
my mom baked a whole ass cake but forgot to add sugar..,0.0
my sisters gonna say i need to teach her daughter how to mump when she have her.. wtf😂,0.0
"nah, this guy bought his id",0.0
netflix and choke me am I right?,0.0
nobody does shit because they dont want to keep suspending me,0.0
nope..alien is a play on my middle name Allen...bet you feel stupid now,0.0
oh shit how far in are you 👀,0.0
"oh, i mean i would but you’re a crackhead so no",0.0
ohhh no the NSA saw me look at some gay porn,0.0
oj simpson makes me sick to my stomach dude,0.0
ok but damn who is this 🤤🤤🤤,0.0
one of the biggest threats to the world now is hoax #SpiderManFarFromHome,0.0
osrs.... grave... evil tree... wut?,0.0
people never appreciate anything,0.0
perhaps i should rewatch sense8 but how about my watchlist theres ton of ot djskskks,0.0
please if you don’t like the existence of yoo jimin just save your bullshit.,0.0
"please tell us the strain of weed your lawyers are smoking, we would love some!",0.0
pls engage a pro photographer and give us some quality images of the kits! These obese are a no no!,0.0
pray 🙏 dirty house 🏠 educated 📚 hoe 🚂 a job 💰 gold digger 🏗 clean pussy 😌 stank pussy 🤢 faithful 👼 cheater 🖇,0.0
"pray+act.=two edged sword i guess if you don't believe in trusting God your ""immoral"" counsel makes no sense. all u can do is act, UR also left trusting your fellowmanwoman .Your cynicism in what a man and law can do to change us is therefore completely rational",0.0
question: what killed off your brain cells? quickly.,0.0
"r/funny users should be quarantined in their terrible, terrible sub laughing about the horrendous things they call humorous.",0.0
remember non Jews are beasts of burden,0.0
she just seems like a bully honestly.,0.0
she's annoying and disgusting. i hate her,0.0
shoulda told him to go suck his mumma,0.0
"slytherin, taurus, lesbian",0.0
so im just flying around spectating in the End rush thing that @Emmaboowho and uhhh idk any of the other @'s BUT EXCUSE ME WTF,0.0
"so now you’re enabling , who enabled a pedophile? #alaska are you OK with this?",0.0
"softdrinks everydayy, okay im dead.",0.0
someone pls give him one 🐋,0.0
someone tell mint that i'm dead,0.0
sometimes it can make a shit day into a good one by doing the same. sometimes you can even do it without posting it on instagram or fb too! doing something kind for others is just in general good advice really.,0.0
spray bullets at kids and then off yourself,0.0
stan twitter is venting about how bad you want to kill your self and attaching a photo that has NOTHING to do with the tweet,0.0
stolen from the tl but quote with an emoji and ill tell you - first impression - your nickname in my head - closeness rating (1-10) - do i like you - you are my...? - tbh,0.0
straight people are really annoying,0.0
"stream purple, superhuman, dnyl and take off!!!",0.0
suck my cock (chicken) hahaha!,0.0
switching campuses might b the move fuck it,0.0
thats great and even better that you are not associate with all their scams. Im so happy you left them.,0.0
"thats ice bow lmao ice bow is different to xbow cycle, check the xbow cycle vs golem on tv royale, stop being ignorant",0.0
the census is to count the citizens...not matter race....if you're not a citizen then you shouldn't be on the census...dang..how do you make through life without any common sense? You can't be that dumb..can you?,0.0
the fact that you literally went straight to twitter-,0.0
the kangaroo and hungaey ones weren’t serious. the cardio one was bloodshed,0.0
the only thing I miss about not being a manger is I got away with not doing a lot bc my upper management sucks at following up and holding people accountable now I gotta deal with it 🤧,0.0
the worst part is they see nothing wrong with it,0.0
"their current “crossovers” qx50/60 are more like regular sized SUVs, it doesn’t make much sense to market them as crossovers. Definitely agree, everyone and their mother has a goddamn crossover these days, not a smart move to leave that market.",0.0
thinking about the video of the monkey getting his boogers picked,0.49999999999999944
this whole conversation i CANNOT,0.0
this....means nothing. i can post a pic of my gf and say this is the love of my life and still call her a fat ass kelly price and cheat on her the same day 😭,0.0
"those parents don't use the word \""degenerate",0.0
"tick tock twisted midget, couldnt happen to a better POS",0.0
to buy... a zizigom... or a danygom... or cry... — .......cry,0.0
tobin winking at the end of that promo video—,0.0
true i mean most of my moots are older and they’re still as much crackheads as me so skdksjs,0.0
twitter has developed into a safe space for monster and vampire fuckers alike and I think that’s beautiful,0.0
u see I haven’t been exposed to shit,0.0
unless they need to kill bin laden,0.0
unpopular opinion stalker isn’t good,0.49999999999999944
volunteer humanitarian work all over. Barely manage to keep virginity in tact.,0.0
well ur post was about how she was a hypocrite. i just explained u got it wrong. she has her own standards and rules,0.0
what if I kill myself tomorrow hoe,0.0
where do you recomend meeting good women?,0.0
whites girls really still gonna be dressing up as cows for free chick fil a?,0.0
"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",0.0
why didn't you upvote my comment then n E r D,0.0
"why does my room smell like my brother,, he’s smelly",0.0
why would you think that Meghan and Liz would condemn this? Two bottle blond bimbos riding on their fathers' coattails... yuck,0.0
wow California. shameful. what about all the legal citizens without healthcare?,0.0
"wow you get worked up easy, that shit is funny. I never claimed he's in it... just questioning the accuracy of people claiming the show writers invented him as matter of fact, and asked for a source on that. **Which you don't have**, just a strawman and a short temper lmao.",0.0
wut lol what kinda basement dweller threat is that 😂,0.0
yah do whatever u need. it a long process 2 learn how 2 cope but it can be done this stupid disorder does not define us Ok try not 2 forget tht,0.0
yeah yeah bitch I couldn’t go to work I was stuck in the house 😂,0.0
"yeah. im not even mad about these types of bars from the 90s- it was just how shit was, even if it's messed up. glad times have changed in this area",0.0
you get the snake to kill the rat then you kill the snake @Tsu_Surf,0.0
you look pretty chill there buster @AlbertsStuff,0.0
— sense of what the hell was happening.  Cerulean was the dominant scent that had her head tilting down. She didn't so much see what was there as seeing color in a strange way. She could see Vriska's general figure and only picture a smug grin in that damn beautiful face. —,0.0
“I got my Spanish ting convinced that I speak Spanish...” 😌 🔥chico caliente de verano🔥,0.0
"“It’s not you, we’re just incompetent at managing our own affairs and have no strategic vision.”",0.0
"“The Home Office have made repeated promises to reduce use of detention for vulnerable people, but very little has changed” - @jessphillips #SetHerFree",0.0
“private section of a county jail” Saaaaaay WHAT????????????,0.0
"☺✌Ty, I'm sorry, I have a terrible habit of forgetting to ck my account. I get so involved with my reading, or with History and Universe Studies that I forget. Have a Beautiful Day, Erin!! 😮😵😂📚📖",0.0
🍇choice summer tour： my #TeenChoice for #ChoiceSummerTour is BTS WORLD TOUR LOVE YOURSELF: SPEAK YOURSELF TOUR.@BTS_twt,0.0
😂 if the post gets 1k retweets I'll post a nude,0.0
😂i love him he be slaying 😍,0.0
🤣🤣🤣 I know pathetic and scary!,0.0
